Time,Modbus1.Q_level_1,Modbus1.Q_level_2,Modbus1.Q_level_3,Modbus1.Voltage_diff_1,Modbus1.Voltage_diff_2,Modbus1.Voltage_diff_3,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.078,685427.1,436202.06,-61376.363,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.0785,686154.44,440872.03,-57203.848,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.079,686757.4,444277.75,-54357.547,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.0795,687877.7,449735.97,-49962.363,-7128.8755,-7581.979,-5811.842,846.18604,867.935,782.96844
0.08,688795.56,453525.0,-46969.094,-7128.8755,-7581.979,-5811.842,846.18604,867.935,782.96844
0.0805,690405.56,459255.5,-42443.145,-7128.8755,-7581.979,-5811.842,846.18604,867.935,782.96844
0.081,691583.75,462997.56,-39434.527,-7128.8755,-7581.979,-5811.842,846.18604,867.935,782.96844
0.0815,693381.6,468327.78,-34959.402,-7128.8755,-7581.979,-5811.842,846.18604,867.935,782.96844
0.082,694523.94,471613.47,-32030.564,-7128.8755,-7581.979,-5811.842,846.18604,867.935,782.96844
0.0825,696058.7,476047.62,-27761.816,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.083,696920.25,478644.5,-25038.95,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.0835,697943.3,482010.12,-21199.09,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.084,698441.5,483928.5,-18825.33,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.0845,698942.25,486403.66,-15575.749,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.085,699152.3,487840.03,-13634.396,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.0855,699332.5,489761.3,-11070.613,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.086,699394.75,490938.22,-9611.355,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.0865,699410.06,492609.6,-7811.7,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.087,699359.1,493673.25,-6883.061,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.0875,699153.94,495171.22,-5913.0195,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.088,698899.6,496066.97,-5563.6143,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.0885,698285.9,497148.97,-5512.647,-7128.8755,-7581.979,-7434.0454,846.18604,867.935,860.83417
0.089,697685.0,497637.16,-5815.448,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0895,696431.6,497935.75,-6806.9917,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.09,695326.4,497803.34,-7838.115,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0905,693213.44,497078.72,-9961.294,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.091,691502.8,496260.25,-11748.616,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0915,688501.5,494590.25,-14952.05,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.092,686244.56,493235.62,-17399.764,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0925,682549.44,490968.9,-21455.137,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.093,679949.2,489383.62,-24360.053,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0935,675965.4,487034.8,-28907.707,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.094,673312.2,485560.94,-31989.32,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0945,669448.94,483585.7,-36565.027,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.095,667000.8,482454.4,-39523.16,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0955,663570.3,481028.38,-43768.305,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.096,661455.6,480236.12,-46452.31,-7128.8755,-6449.1777,-7434.0454,846.18604,813.56055,860.83417
0.0965,658536.25,479226.84,-50260.6,-5007.703,-6449.1777,-7434.0454,744.36975,813.56055,860.83417
0.097,656723.8,478616.84,-52662.016,-5007.703,-6449.1777,-7434.0454,744.36975,813.56055,860.83417
0.0975,654142.1,477674.9,-56108.42,-5007.703,-6449.1777,-7434.0454,744.36975,813.56055,860.83417
0.098,652473.3,476969.34,-58332.53,-5007.703,-6449.1777,-7434.0454,744.36975,813.56055,860.83417
0.0985,649974.3,475692.16,-61632.926,-5007.703,-6449.1777,-7434.0454,744.36975,813.56055,860.83417
0.099,648266.1,474645.34,-63856.48,-5007.703,-6449.1777,-7434.0454,744.36975,813.56055,860.83417
0.0995,645591.1,472734.28,-67282.086,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1,643706.1,471221.62,-69652.81,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1005,640698.6,468600.6,-73356.414,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.101,638576.4,466642.6,-75921.016,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1015,635236.44,463445.66,-79900.734,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.102,632921.6,461175.72,-82629.14,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1025,629347.06,457630.88,-86803.836,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.103,626912.94,455204.1,-89636.33,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1035,623203.7,451494.75,-93933.27,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.104,620685.44,448967.97,-96836.28,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1045,616830.9,445064.88,-101258.305,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.105,614186.0,442358.4,-104269.77,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1055,610071.75,438097.25,-108896.81,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.106,607194.06,435086.38,-112084.64,-5007.703,-6449.1777,-4786.851,744.36975,813.56055,733.76886
0.1065,602642.7,430266.84,-117045.305,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.107,599437.4,426844.78,-120483.81,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.1075,594371.75,421415.56,-125856.1,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.108,590825.94,417612.56,-129580.766,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.1085,585282.4,411683.78,-135368.47,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.109,581467.1,407622.56,-139339.73,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.1095,577339.0,398920.53,-150101.6,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.11,573109.44,393353.28,-156100.48,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.1105,566906.1,384837.88,-166866.84,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.111,562509.6,378990.9,-174821.3,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.1115,555202.75,369805.6,-186837.52,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.112,549878.9,363319.8,-194285.28,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.1125,541517.0,353029.88,-204047.16,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.113,535937.7,345902.03,-209654.42,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.1135,527915.56,335174.03,-217274.83,-5007.703,-3432.123,-4786.851,744.36975,668.7419,733.76886
0.114,522898.06,328252.38,-222236.95,-1971.4847,-3432.123,-4786.851,598.6313,668.7419,733.76886
0.1145,515810.78,318497.1,-229987.2,-1971.4847,-3432.123,-4786.851,598.6313,668.7419,733.76886
0.115,511273.53,312452.8,-235440.73,-1971.4847,-3432.123,-4786.851,598.6313,668.7419,733.76886
0.1155,504525.62,303866.94,-243953.3,-1971.4847,-3432.123,-4786.851,598.6313,668.7419,733.76886
0.116,499973.0,298255.9,-249764.81,-1971.4847,-3432.123,-4786.851,598.6313,668.7419,733.76886
0.1165,493010.88,289646.56,-258611.83,-1971.4847,-3432.123,-4786.851,598.6313,668.7419,733.76886
0.117,488294.1,283630.47,-264603.06,-1971.4847,-3432.123,-1318.0476,598.6313,668.7419,567.2663
0.1175,481153.4,274097.12,-273751.2,-1971.4847,-3432.123,-1318.0476,598.6313,668.7419,567.2663
0.118,476357.84,267425.56,-279931.6,-1971.4847,-3432.123,-1318.0476,598.6313,668.7419,567.2663
